mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__ccp_alpha,params,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_train_RMSE,split1_train_RMSE,split2_train_RMSE,split3_train_RMSE,split4_train_RMSE,mean_train_RMSE,std_train_RMSE,split0_test_MAE,split1_test_MAE,split2_test_MAE,split3_test_MAE,split4_test_MAE,mean_test_MAE,std_test_MAE,rank_test_MAE,split0_train_MAE,split1_train_MAE,split2_train_MAE,split3_train_MAE,split4_train_MAE,mean_train_MAE,std_train_MAE,split0_test_R2,split1_test_R2,split2_test_R2,split3_test_R2,split4_test_R2,mean_test_R2,std_test_R2,rank_test_R2,split0_train_R2,split1_train_R2,split2_train_R2,split3_train_R2,split4_train_R2,mean_train_R2,std_train_R2,RMSE_CV,R2_CV
0.11186132431030274,0.004685802798763374,0.025104665756225587,0.0008469628476843364,0.0,{'model__ccp_alpha': np.float64(0.0)},-15.3281551058247,-14.979842978729621,-15.464956184433722,-15.485914884343243,-15.457611199418908,-15.34329607055004,0.19001929207999513,2,-14.679048089272056,-14.771569254118736,-14.653581101797462,-14.63763031402407,-14.642574729552898,-14.676880697753045,0.0494590407131599,-12.278791177183749,-11.915762310759929,-12.236605043010844,-12.333735436498646,-12.284803546878257,-12.209939502866284,0.15028099195362896,3,-11.675879664426501,-11.752349315976485,-11.659384543160082,-11.647642738776694,-11.641996390946469,-11.675450530657246,0.04016011963798315,0.37801138661710787,0.3597890256779551,0.3318650793671286,0.3702371744029245,0.3431783209699546,0.3566161974070141,0.017009093698711515,2,0.40759012069505796,0.4107273109691977,0.41753647965993024,0.40931185340690546,0.4160420854646083,0.4122415700391399,0.003872781596429499,15.34329607055004,0.3566161974070141
0.18069467544555665,0.14316121004257829,0.024662065505981445,0.001955388562385026,0.0270384,{'model__ccp_alpha': np.float64(0.0270384)},-15.328271448336077,-14.979888537765909,-15.464931539151483,-15.485871345425112,-15.45766585398729,-15.343325744933173,0.18999690173534667,3,-14.67904034008576,-14.771518563505948,-14.65361413821496,-14.637647101842362,-14.642603437741295,-14.676884716278064,0.049429804780642586,-12.278762104170973,-11.915714734208862,-12.23658907528695,-12.333696118508302,-12.284736359682384,-12.209899678371494,0.15028321691183233,2,-11.675786960320094,-11.752330111948202,-11.659414482642381,-11.647632990851703,-11.642033782721658,-11.675439665696809,0.04014531607426369,0.3780019446468964,0.35978513145297486,0.3318672088733977,0.37024071557614757,0.34317367622008055,0.3566137353538994,0.017007254936211993,3,0.4075907461706717,0.41073135529812965,0.4175338533354035,0.40931049849210766,0.4160397956500681,0.4122412497892761,0.0038713530296247026,15.343325744933173,0.3566137353538994
0.10704379081726074,0.0053297721694956345,0.02433295249938965,0.000795378764912081,0.05407679,{'model__ccp_alpha': np.float64(0.05407679)},-15.327905975534684,-14.979962836778283,-15.46510346183024,-15.48577478535478,-15.457211860207167,-15.343191783941029,0.18992728676272141,1,-14.679273101413733,-14.771626538941058,-14.65379627046064,-14.637868681596805,-14.64281147907843,-14.677075214298133,0.04939200073566594,-12.278302011297377,-11.915735348559076,-12.236826406212751,-12.333615292657766,-12.284467976507853,-12.209789407046966,0.15020153412151752,1,-11.67594311909775,-11.752281990710895,-11.659589609383593,-11.647796859541323,-11.642350536457151,-11.675592423038143,0.04003778014823327,0.37803160495953836,0.35977878061127333,0.33185235360974374,0.3702485691104893,0.3432122578131127,0.3566247132208315,0.017013972875747893,1,0.40757195869483254,0.41072274050736446,0.41751937410514617,0.4092926150406989,0.41602320178063634,0.4122259780257357,0.003872032739255778,15.343191783941029,0.3566247132208315
