Modelo,fit_s,predict_s,MAE,RMSE,R2
Árbol sin poda,1.943871021270752,0.08992290496826172,17.417050266666667,21.84090048903662,-0.31855044122294074
Árbol podado CV,0.6229801177978516,0.04026007652282715,12.227939400132183,15.332272898154645,0.35021639479628486
Random Forest sin poda,10.550368785858154,2.243396282196045,12.284568354666666,15.404508405440426,0.34407927243575176
Random Forest podado CV,6.2435503005981445,0.08830046653747559,12.08623031769022,15.14951832433464,0.3656143980547861
